Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Transforming Tech Hiring: BERT-Powered Neural Networks for Automated Job Title Classification,T. S. Htet; K. K. San,"University of Information Technology, Yangon, Myanmar; Faculty of Information Science, University of Information Technology, Yangon, Myanmar",2024 5th International Conference on Advanced Information Technologies (ICAIT),2024-11-20 00:00:00,2024,,,1.0,6.0,"In the development of the technology era, the ever-expanding job market exposes an intimidating challenge for job seekers to navigate through the opportunities of securing their desired job positions. Hence, it is of utmost importance to precisely identify suitable job titles for job descriptions, skills and qualifications relating to individual candidates during the recruitment process. The proposed methodology aims to classify the job titles within the domain of IT-focused job dataset utilizing Word Piece tokenization following the Bidirectional Encoder Representations from Transformers (BERT) embedding with Convolutional Neural Network (CNN) for multi classification. The comparative study demonstrates that the proposed approach, combining BERT embedding with CNN, achieves approximately 86% accuracy and F1 score outperforming traditional classification models, neural networks, and BERT-based classification models.",,979-8-3315-1004-6,10.1109/ICAIT65209.2024.10754949,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10754949,BERT embedding;multi classification;machine learning;neural networks;job titles,Accuracy;Neural networks;Bidirectional control;Predictive models;Transformers;Encoding;Data models;Convolutional neural networks;Qualifications;Recruitment,,,,8.0,IEEE,2024-11-20 00:00:00,7-7 Nov. 2024,7-7 Nov. 2024,IEEE,IEEE Conferences
Extracting Knowledge From On-Line Sources for Software Engineering Labor Market: A Mapping Study,M. Papoutsoglou; A. Ampatzoglou; N. Mittas; L. Angelis,"Department of Informatics, Aristotle University of Thessaloniki, Thessaloniki, Greece; Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece; Department of Chemistry, International Hellenic University, Kavala, Greece; Department of Informatics, Aristotle University of Thessaloniki, Thessaloniki, Greece",IEEE Access,2019-11-05 00:00:00,2019,7.0,,157595.0,157613.0,"Software engineering is a continuously evolving sector and the demands of the related labor market result in a wide variety of job openings, ranging from developers to customer service positions. Thus, there is a need to continuously monitor labor market trends using data and analytics. Both employers and employees can benefit by capturing emerging trends which can facilitate continuous learning and training in new technologies, support of better matching between a job offer and the ideal candidate and expertise detection. To fulfill these needs, the results of labor market analytics need to reach the stakeholders timely and accurately. However, often delays occur, which stem from time-consuming approaches based on collecting data from traditional sources, such as questionnaires or interviews. Recently, researchers started leveraging content from digital sources, which are easily accessed and contain a wealth of information. This paper presents the results of a Systematic Mapping Study on digital sources that can be used to address the data analytics needs of the labor market. It provides a multifaceted categorization of the issues involved in the analysis of digital sources of the software engineering labor market. It aims to identify digital labor market sources for data retrieval which are appropriate for employers and employees analytics. Additionally, it aims to connect different skill types, needs and goals of labor market with the utilization of digital sources and data analysis methods. In total 86 primary studies were selected and each one was evaluated and classified aiming to identify the: (a) digital sources that are used for labor market analytics; (b) type of skills they examine; (c) methods which are used to utilize the raw digital content; (d) goals for which every primary study is conducted; (e) beneficiaries (stakeholder) of the results; and (f) time trends for all the above.",2169-3536,,10.1109/ACCESS.2019.2949905,"Greece and the European Union (European Social Fund- ESF) through the Operational Programme “Human Resources Development, Education and Lifelong Learning” in the context of the project “Strengthening Human Resources Research Potential via Doctorate Research” (MIS-5000432), implemented by the State Scholarships Foundation (IKY); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8884193,Human factor;labor market analytics;digital sources;skills;software engineering,Software engineering;Market research;Knowledge engineering;Real-time systems;Human factors;Software;Stakeholders,,54.0,,114.0,CCBY,28 Oct 2019,2019,,IEEE,IEEE Journals
DevFlair: A Framework to Automate the Pre-screening Process of Software Engineering Job Candidates,R. T. R. Jayasekara; K. A. N. D. Kudarachchi; K. G. S. S. K. Kariyawasam; D. Rajapaksha; S. L. Jayasinghe; S. Thelijjagoda,"Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; School of Computing Technologies Royal Melbourne Institute of Technology, Melbourne, Australia; Department of Computer Science and Software Engineering, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; SLIIT Business School Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2022 4th International Conference on Advancements in Computing (ICAC),2023-01-31 00:00:00,2022,,,288.0,293.0,"The HR department of a technology company receives hundreds of job applications for each Software Engineering related vacancy. Evaluating a candidate by looking at the curriculum vitae may appear to be easy during the pre-screening process. However, an automated pre-screening process using Natural Language Processing and Machine Learning methodologies would help the recruiter to obtain a more accurate and deeper understanding of the candidate. In this paper we propose “DevFlair”, a framework to automate pre-screening Software Engineering job candidates. DevFlair uses data from social media, GitHub, and open-ended questionnaires to predict the Big-Five personality traits, analyze technical skill expertise, and analyze the experience in using industry-related online platforms. After analysis, the candidates are ranked according to their personality and technical skill levels. We conduct the personality prediction experiments using a social media posts dataset annotated with gold-standard Big-Five personality labels. We train FastText classification models and compare their accuracy against other state of the art classification models. The comparisons conclude that the FastText classification models substantially outperform the state of the art classification models when predicting Openness, Conscientiousness, and Agreeableness personality traits.",,979-8-3503-9809-0,10.1109/ICAC57685.2022.10025337,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10025337,Pre-screening;Human Resources;Personality Prediction;Natural Language Processing;Machine Learning,Social networking (online);Machine learning;Companies;Predictive models;Natural language processing;Software engineering;Software development management,,4.0,,17.0,IEEE,2023-01-31 00:00:00,9-10 Dec. 2022,9-10 Dec. 2022,IEEE,IEEE Conferences
JobCipher: AI Job Finder,M. Wyawahare; M. Rane; S. Andure; S. Atreya; C. Jain,"Dept. of Electronics and Telecommunication Engineering, Vishwakarma Institute of Technology, Pune, India; Dept. of Electronics and Telecommunication Engineering, Vishwakarma Institute of Technology, Pune, India; Dept. of Electronics and Telecommunication Engineering, Vishwakarma Institute of Technology, Pune, India; Dept. of Electronics and Telecommunication Engineering, Vishwakarma Institute of Technology, Pune, India; Dept. of Electronics and Telecommunication Engineering, Vishwakarma Institute of Technology, Pune, India",2025 IEEE Pune Section International Conference (PuneCon),17 Feb 2026,2025,,,1.0,6.0,"In the current competitive employment field, job seekers are faced with a lot of challenges when it comes to finding jobs that are related to their skills, experience, and career expectations. The current work presents a high-tech, multi-faceted job-searching application with the potential to increase effectiveness by incorporating resume parsing, job matching, reviewing company analysis, and real-time notification features into one interactive Web-based system. The application applies Natural Language Processing (NLP) to read salient skills and experience in the CVs of candidates and to match them to dynamically-retrieved job postings on websites like CareerJet, LinkedIn, and Naukri that are web-scraped. The system allows a user to sort out results according to the specified criteria such as CTC, location, experience level, etc. The system also includes a company-review analyzer to support the well-informed decision making by using the Gemini AI model of Google to access and compile employee reviews on websites like AmbitionBox and Glassdoor. Each review is handled to create summarized, actionable information and direct links, hence providing job seekers with instant access to company feedback. The application also offers a better use of Google Sign-In to allow safe authentication, and an instant job-alter system, which sends individualized notifications through email. This modular architecture which is integrated reduces time and effort to find the right employment opportunity as well as enhances transparency and trust in the recruitment process and hence the overall user experience is enhanced.",2831-5022,979-8-3315-8834-2,10.1109/PuneCon67554.2025.11378950,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11378950,Artificial Intelligence;Cloud Computing;Real time job matching;Resume parsing;Web scraping,Cloud computing;Social networking (online);Reviews;Resumes;Employment;Companies;Real-time systems;Natural language processing;Electronic mail;Artificial intelligence,,,,30.0,IEEE,17 Feb 2026,12-14 Dec. 2025,12-14 Dec. 2025,IEEE,IEEE Conferences
Jobs256' Mobile app linking job seekers to job opportunities,E. Bagarukayo; E. Mwesigwa,"Makerere University, Kampala, Uganda; Makerere University, Kampala, Uganda",2017 IST-Africa Week Conference (IST-Africa),2017-11-09 00:00:00,2017,,,1.0,7.0,"There is a challenge of unemployment among the youth in Uganda today. Many University graduates fail to get jobs because the job market seems saturated since the available jobs cannot be found. The study therefore aimed at linking the job seekers and available jobs. To achieve this aim we developed a mobile app that aggregates existing job postings from web portals to improve accessibility, timeliness and efficiency. Agile methodologies particularly Scrum and eXtreme Programming were used to develop the mobile application (app). Results showed the app is not only saving employers monetary resources but provides a sustainable and practical way to link Job seekers and to available job vacancies.",,978-1-5386-3837-8,10.23919/ISTAFRICA.2017.8102392,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8102392,Mobile Applications;Jobs;Jobseekers;Employers;Agile Development;Case Study,Mobile communication;Google;Smart phones;Unemployment;Employment;Electronic mail;Portals,,5.0,,9.0,,2017-11-09 00:00:00,30 May-2 June 2017,30 May-2 June 2017,IEEE,IEEE Conferences
Job Pre-Interview System with Artificial Intelligence,S. I. Horat; K. Can Kara; A. Karakaş,"AR-GE Mühendisi, Kariyet.net A.Ş, İstanbul, Türkiye; AR-GE Müdürü, Kariyet.net A.Ş, İstanbul, Türkiye; AR-GE Merkezi Koordinatörü, Kariyer.net A.Ş., İstanbul, Türkiye",2019 1st International Informatics and Software Engineering Conference (UBMYK),2020-01-23 00:00:00,2019,,,1.0,4.0,"With the study; The interviews, which are the preliminary stage of the recruitment process, are translated into text by the job seekers’ answers. Then, it is ensured that the answer to the question is checked by associating it with the flow of dialogue and the system can decide the next question according to the answer given by the job seeker. According to these results, artificial intelligence interview system which provides reporting of interview results is presented. In the system, studies on natural language processing, semantic analysis, the formation and use of ontologies, classification algorithms, machine learning and technological expertise are carried out.",,978-1-7281-3992-0,10.1109/UBMYK48245.2019.8965497,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8965497,Semantic Analysis;Competence Ontology;Classification Algorithms;Natural Language Processing;Virtual İnterview,Translation;Semantics;Machine learning;Ontologies;Natural language processing;Classification algorithms;Interviews;Informatics;Software engineering;Recruitment,,1.0,,6.0,IEEE,2020-01-23 00:00:00,6-7 Nov. 2019,6-7 Nov. 2019,IEEE,IEEE Conferences
Automated Question Generation for Technical Interviews Using Deep Learning Models,P. Jadhav; S. Matade; A. Kasar; D. Rasal; R. Kachhoria; A. Nawadkar,"Department of Artificial Intelligence and Data Science, Vishwakarma Institute of Technology, Pune, India; Department of Artificial Intelligence and Data Science, Vishwakarma Institute of Information Technology, Pune, India; Department of Artificial Intelligence and Data Science, Vishwakarma Institute of Information Technology, Pune, India; Department of Artificial Intelligence and Data Science, Vishwakarma Institute of Information Technology, Pune, India; Department of Artificial Intelligence and Data Science, Vishwakarma Institute of Technology, Pune, India; Department of Artificial Intelligence and Data Science, Vishwakarma Institute of Technology, Pune, India",2025 5th International Conference on Advancement in Electronics & Communication Engineering (AECE),19 Feb 2026,2025,,,72.0,77.0,"The process of hiring technical talent often demands a thorough and effective evaluation method, though creating interview questions by hand can be slow and lead to uneven results. This paper introduces a tool that automatically generates targeted interview questions from job descriptions, using a specially adjusted BART model. The software, it depends on a selected dataset covering Software Engineering, Cloud Engineering, and Data Science, produces distinct, relevant, and varied questions that are suitable for specific task requirement. Also, it makes use of candidate and recruiter feedback via Reinforcement Learning from Human feedback (RLHF) in order to constantly improve its output, boosting the questions’ fit and quality. The experiments using ROUGE metrics show this method not only improves the hiring process but also allows an adaptable way to boost the level of consistency of technical evaluations.",,979-8-3315-5296-1,10.1109/AECE67531.2025.11386593,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11386593,Interview Question Generation;Artificial Intelligence;Natural Language Processing;BART;Reinforcement Learning from Human Feedback;Recruitment Automation;Technical Interviews;Automated Question Generation,Measurement;Hands;Deep learning;Reinforcement learning;Data science;Question generation;Software;Interviews;Software engineering;Recruitment,,,,10.0,IEEE,19 Feb 2026,21-22 Nov. 2025,21-22 Nov. 2025,IEEE,IEEE Conferences
Enhancing Employability Through an Advanced Mock Interview Platform for Fresh IT Graduates,N. Amarasena; S. C. Rathnayaka; S. Fernando; T. Deiyagala; H. Biyon; N. Chandrasiri,"Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Department of Information Technology, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka",2024 7th International Seminar on Research of Information Technology and Intelligent Systems (ISRITI),16 Apr 2025,2024,,,540.0,545.0,"In today's competitive job market, securing employment depends not only on possessing necessary qualifications but also on demonstrating an exceptional interview performance. Therefore effective preparation for interviews has become crucial for enhancing employability. Traditional mock interviews are often impaired by the lack of personalised feedback and real-time evaluation. This critical gap affects the candidates' ability to identify and address weaknesses, hindering efforts to refine their interviewing skills and maximise their chances of success. This research proposes the development of an advanced AI driven mock interview platform. This platform aims to bridge the existing gap in interview preparation methods by providing candidates with a personalised, interactive, and data-driven experience that empowers them to build confidence. The platform leverages Large Language Models (LLMs) to generate personalised interview questions tailored to a candidates experiences and qualifications. Then utilises Convolutional Neural Networks (CNNs) for multimodal analysis of non-verbal cues, offering insights to a candidate's confidence level. Additionally, it provides real-time feedback on communication skills, focusing on delivery, clarity, and tone. To further personalise the learning experience personalised recommendations will be facilitated. This multifaceted approach seeks to fundamentally redefine interview preparation and equip individuals with the necessary tools and confidence to thrive in the competitive job market.",2832-1456,979-8-3315-1964-3,10.1109/ISRITI64779.2024.10963436,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10963436,Mock Interview Platform;LLM;Personalised Feedback;Interview Preparation;Multimodal Analysis;Real-Time Evaluation;Employability Enhancement;Natural Language Processing,Seminars;Solid modeling;Large language models;Employment;Transfer learning;Virtual reality;Real-time systems;Convolutional neural networks;Interviews;Qualifications,,3.0,,10.0,IEEE,16 Apr 2025,11-11 Dec. 2024,11-11 Dec. 2024,IEEE,IEEE Conferences
Generating Question-Answer Pairs for Interviewing Software Engineering using LLMs,K. Thonglek; S. Wisitkatanyuchai,"Department of Computer Engineering, Faculty of Engineering, Kasetsart University, Bangkok, Thailand; Department of Computer Engineering, Faculty of Engineering, Kasetsart University, Bangkok, Thailand",2025 3rd International Conference on Foundation and Large Language Models (FLLM),19 Feb 2026,2025,,,313.0,320.0,"Software engineering interviews require evaluating candidates across a broad range of technical concepts, problem-solving abilities, and coding skills. Traditionally, interviewers manually craft question-answer pairs, a process that is time-consuming, inconsistent, and prone to bias. Recent advancements in Large Language Models (LLMs) offer an opportunity to automate and enhance this process by generating high-quality, structured question-answer pairs. This study presents a systematic approach to generating interview questions using LLMs, ensuring comprehensive coverage of software engineering domains and difficulty levels. To validate the effectiveness of the proposed method, we compare the generated dataset with an existing manually curated dataset using BLEU scores, semantic similarity analysis, and t-SNE visualization. Our results indicate that the proposed dataset maintains domain relevance while significantly improving the semantic coherence and consistency of question-answer pairs across all categories and difficulty levels. We assess the impact of the dataset on classification tasks: training a category classification model on our dataset improves accuracy from 14.95% to 53.21%, while training a difficulty level classifier increases accuracy from 31.02% to 58.64%, demonstrating the enhanced structure and quality of the generated questions. By leveraging AI-driven methodologies, this study contributes to the evolution of structured, scalable, and unbiased software engineering assessments, ultimately enhancing the hiring process for both candidates and organizations.",,979-8-3315-9409-1,10.1109/FLLM67465.2025.11391101,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11391101,Question-Answer Pairs;Difficulty Classification;Interview Assessment;Software Engineering;Text Generation,Training;Visualization;Accuracy;Systematics;Large language models;Semantics;Standards organizations;Interviews;Usability;Software engineering,,,,14.0,IEEE,19 Feb 2026,25-28 Nov. 2025,25-28 Nov. 2025,IEEE,IEEE Conferences
What Does a Software Engineer Look Like? Exploring Societal Stereotypes in LLMs,M. Bano; H. Gunatilake; R. Hoda,"CSIRO's Data61, Melbourne, Australia; Faculty of Information Technology, Monash University, Melbourne, Australia; Faculty of Information Technology, Monash University, Melbourne, Australia",2025 IEEE/ACM 47th International Conference on Software Engineering: Software Engineering in Society (ICSE-SEIS),2025-06-10 00:00:00,2025,,,173.0,184.0,"Large language models (LLMs) have rapidly gained popularity and are being embedded into professional applications due to their capabilities in generating human-like content. However, unquestioned reliance on their outputs and recommendations can be problematic as LLMs can reinforce societal biases and stereotypes. This study investigates how LLMs, specifically OpenAI's GPT-4 and Microsoft Copilot, can reinforce gender and racial stereotypes within the software engineering (SE) profession through both textual and graphical outputs. We used each LLM to generate 300 profiles, consisting of 100 gender-based and 50 gender-neutral profiles, for a recruitment scenario in SE roles. Recommendations were generated for each profile and evaluated against the job requirements for four distinct SE positions. Each LLM was asked to select the top 5 candidates and subsequently the best candidate for each role. Each LLM was also asked to generate images for the top 5 candidates, providing a dataset for analysing potential biases in both text-based selections and visual representations. Our analysis reveals that both models preferred male and Caucasian profiles, particularly for senior roles, and favoured images featuring traits such as lighter skin tones, slimmer body types, and younger appearances. These findings highlight underlying societal biases influence the outputs of LLMs, contributing to narrow, exclusionary stereotypes that can further limit diversity and perpetuate inequities in the SE field. As LLMs are increasingly adopted within SE research and professional practices, awareness of these biases is crucial to prevent the reinforcement of discriminatory norms and to ensure that AI tools are leveraged to promote an inclusive and equitable engineering culture rather than hinder it.",2832-7616,979-8-3315-3707-4,10.1109/ICSE-SEIS66351.2025.00023,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11023894,Generative AI;Large Language Models;Gender Bias;Racial Bias;Text Generation;Image Generation;Diversity;GPT-4;Copilot,Visualization;Large language models;Resumes;Software;Skin;Cultural differences;Artificial intelligence;Recruitment;Software engineering;Qualifications,,5.0,,66.0,IEEE,2025-06-10 00:00:00,27 April-3 May 2025,27 April-3 May 2025,IEEE,IEEE Conferences
ML-Driven HR System: Candidate Assessment for Enhanced Recruitment Outcomes,G. C. Dixon; S. Srithanujan; H. D. T. N. Ranaweera; R. M. P. M. Ariyarathne; K. L. Weerasinghe; N. Gamage,"Department of Information Technology, SriLanka Institure of Information Technology, Sri Lanka; Department of Information Technology, SriLanka Institure of Information Technology, Sri Lanka; Department of Information Technology, SriLanka Institure of Information Technology, Sri Lanka; Department of Computer System Engineering, SriLanka Institure of Information Technology, Sri Lanka; Department of Computer Science and Software Engineering, SriLanka Institure of Information Technology, Sri Lanka; Department of Computer Science and Software Engineering, SriLanka Institure of Information Technology, Sri Lanka","2024 3rd International Conference on Automation, Computing and Renewable Systems (ICACRS)",2025-01-17 00:00:00,2024,,,1572.0,1577.0,"This study developed and implemented a machine learning-driven HR system designed to enhance recruitment outcomes, particularly in online interviews. Challenges such as candidate impersonation, interview question memorization, and deepfake manipulations were addressed. The system incorporated several critical processes utilizing advanced algorithms: pre-interview shortlisting employed Support Vector Machines (SVM) achieving 92% accuracy; cognitive skills assessment utilized adaptive testing methods powered by fine-tuned Large Language Models (LLMs) with 88% accuracy; emotional intelligence evaluation was conducted using deep learning-based emotion detection algorithms attaining 85% accuracy; face verification leveraged Convolutional Neural Networks (CNNs) for identity and deepfake detection with 90% accuracy; online video interviews were analyzed through integrated audio-visual processing techniques; language proficiency testing employed Natural Language Processing (NLP) models reaching 87% accuracy; analysis of thinking patterns was performed using sentiment analysis algorithms with 83% accuracy; and candidate grading was facilitated by ensemble learning methods ensuring consistent and reliable evaluations. The results demonstrated the system’s effectiveness in verifying candidate authenticity and assessing competence, providing a robust solution for modern recruitment challenges.",,979-8-3315-3242-0,10.1109/ICACRS62842.2024.10841641,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10841641,Human Resource System;Recruitment;Cognition;Interviews;Grading;Analysis,Support vector machines;Deepfakes;Analytical models;Sentiment analysis;Renewable energy sources;Accuracy;Reliability;Interviews;Recruitment;Testing,,2.0,,21.0,IEEE,2025-01-17 00:00:00,4-6 Dec. 2024,4-6 Dec. 2024,IEEE,IEEE Conferences
Fair and Scalable Resume Screening Using Generative AI,S. Liu; H. Aithal,"Master of Information Technology, University of Stuttgart, Stuttgart, Germany; Bosch Global Software Technologies GmbH, Stuttgart, Germany",2025 3rd International Conference on Foundation and Large Language Models (FLLM),19 Feb 2026,2025,,,1166.0,1172.0,"The increasing volume of applications per job posting has made manual resume screening inefficient, error-prone, and susceptible to unconscious bias. This paper presents a scalable, bias-aware resume screening framework powered by the ChatGPT-4o Large Language Model. The proposed system automatically extracts and weights key skills and qualifications from job descriptions, analyzes candidate resumes in conjunction with publicly available online profiles (e.g., GitHub, LinkedIn), and ranks applicants based on semantic alignment with job requirements. To ensure fairness, the system anonymizes bias-sensitive attributes such as gender, age, race, and disability prior to analysis. A prompt-engineered pipeline guides the model through structured evaluation steps, providing interpretable ranking rationales. The approach improves the consistency, transparency, and equity of candidate selection, while reducing the overall time to screen resumes and offering a practical solution for modern recruitment challenges.",,979-8-3315-9409-1,10.1109/FLLM67465.2025.11391208,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11391208,Generative AI;Large Language Models;resume screening;fair hiring;ChatGPT-4o;semantic ranking;bias mitigation;prompt engineering,Ethics;Social networking (online);Large language models;Scalability;Resumes;Semantics;Pipelines;Prompt engineering;Recruitment;Software development management,,,,20.0,IEEE,19 Feb 2026,25-28 Nov. 2025,25-28 Nov. 2025,IEEE,IEEE Conferences
Improving Evidence-Based Tech Hiring with GitHub-Supported Resume Matching,S. Vaishampayan; M. A. Gulzar; C. Brown,"Department of Computer Science, Virginia Tech, Blacksburg, VA, USA; Department of Computer Science, Virginia Tech, Blacksburg, VA, USA; Department of Computer Science, Virginia Tech, Blacksburg, VA, USA","2025 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)",21 May 2025,2025,,,797.0,808.0,"Current hiring practices use technical & soft skills proxy keyword based resume matching via Automated Resume Parsers (ARPs). However, this process fails to extract the actual abilities of candidates, such as the quality of their written code, raising concerns regarding the effectiveness of current approaches. Thus, novel evidences accurately depicting candidates' skills are necessary to inform hiring decisions. We posit GitHub-supported resume matching as a solution, mining data from candidates' open source projects to provide evidence for their technical skills. We conducted a preliminary survey $(n=48)$ to gain insights from candidates and recruiters on proxies from GitHub projects indicative of technical abilities. We found both groups preferred metrics regarding code quality and used technologies, and there was overwhelming willingness to incorporate this analysis in resume matching tasks. Based on these insights, we designed GitMeter - a tool to capture technical abilities (i.e., code quality) and soft skills of candidates by mining public GitHub repositories. GitMeter uses a novel heuristic-based approach to find the most accurate code quality approximation for candidate-written code (core code), minimizing the time and computational overhead. Finally, we evaluate effectiveness and potential impact of GitMeter through a user study $(n=20)$ with developers and recruiters. Our findings provide implications for future tools and methods aiming to promote evidence-based hiring in software engineering (SE) contexts.",2640-7574,979-8-3315-3510-0,10.1109/SANER64311.2025.00081,NSF(grant numbers:2106420); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10992573,Resume Matching;Mining Software Repositories;GitHub based hiring;Evidence-based Hiring,Surveys;Measurement;Codes;Accuracy;Resumes;Software;Data mining;Software development management;Software engineering,,1.0,,87.0,IEEE,21 May 2025,4-7 March 2025,4-7 March 2025,IEEE,IEEE Conferences
Research on Labour Market Efficiency Evaluation Under Impact of Media News Based on Machine Learning and DMP Model,S. Zhao; Y. Lu; C. Gong; Q. Xu,"Department of Economics, Cornell University, Ithaca, USA; Software, Systems and Simulation Engineering Intel Corporation, Beijing, China; Henry Samueli School of Engineering Department of Computer, University of California, Los Angeles, USA; Khoury College of Computer Sciences, Northeastern University, Boston, USA",2024 4th International Conference on Digital Society and Intelligent Systems (DSInS),20 May 2025,2024,,,11.0,14.0,"The labour market constitutes a pivotal element of the national economy, exerting a profound influence on the health and stability of the broader economic system. In recent years, the role of media journalism in the dissemination of information has increased significantly, with a notable impact on supply-demand and price fluctuations in the labour market. By analysing the impact of media news, it is possible to gain a deeper understanding of, and insight into, the dynamics of the labour market. This study employs a combination of machine learning techniques and a dynamic stochastic general equilibrium model (DMP model) to assess the influence of media news on labour market efficiency. The use of machine learning algorithms enables the processing and analysis of substantial quantities of media news data, facilitating the extraction of sentiment and topic changes. The DMP model is employed to simulate the matching process in the labour market and evaluate the impact of news on the efficiency of matching job seekers and job openings. The study demonstrates, through experimental analysis, the disparate impacts of media news on the labour market across different economic cycles, and validates the efficacy and practicality of the model.",,979-8-3315-2882-9,10.1109/DSInS64146.2024.10992152,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10992152,Labour Market;Media News;Efficiency Evaluation;Machine Learning;DMP Model,Economics;Analytical models;Sentiment analysis;Machine learning algorithms;Stochastic processes;Machine learning;Media;Journalism;Stability analysis;Intelligent systems,,1.0,,11.0,IEEE,20 May 2025,20-22 Nov. 2024,20-22 Nov. 2024,IEEE,IEEE Conferences
Time Warp: The Gap Between Developers' Ideal vs Actual Workweeks in an AI-Driven Era,S. Kumar; D. Goel; T. Zimmermann; B. Houck; B. Ashok; C. Bansal,"Georgia Institute of Technology; Microsoft; University of California, Irvine; Microsoft; Microsoft Research; Microsoft",2025 IEEE/ACM 47th International Conference on Software Engineering: Software Engineering in Practice (ICSE-SEIP),20 Aug 2025,2025,,,12.0,22.0,"Software developers balance a variety of different tasks in a workweek, yet the allocation of time often differs from what they consider ideal. Identifying and addressing these deviations is crucial for organizations aiming to enhance the productivity and well-being of the developers. In this paper, we present the findings from a survey of 484 software developers at Microsoft, which aims to identify the key differences between how developers would like to allocate their time during an ideal workweek versus their actual workweek. Our analysis reveals significant deviations between a developer's ideal workweek and their actual workweek, with a clear correlation: as the gap be-tween these two workweeks widens, we observe a decline in both productivity and satisfaction. By examining these deviations in specific activities, we assess their direct impact on the developers' satisfaction and productivity. Additionally, given the growing adoption of AI tools in software engineering, both in the industry and academia, we identify specific tasks and areas that could be strong candidates for automation. In this paper, we make three key contributions: 1) We quantify the impact of workweek devi-ations on developer productivity and satisfaction 2) We identify individual tasks that disproportionately affect satisfaction and productivity 3) We provide actual data-driven insights to guide future AI automation efforts in software engineering, aligning them with the developers' requirements and ideal workflows for maximizing their productivity and satisfaction.",2832-7659,979-8-3315-3685-5,10.1109/ICSE-SEIP66354.2025.00007,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11121727,developer productivity;satisfaction;software development;ideal workweek;automation,Productivity;Surveys;Automation;Companies;Software;Resource management;Artificial intelligence;Software engineering;Testing;Software development management,,1.0,,34.0,IEEE,20 Aug 2025,27 April-3 May 2025,27 April-3 May 2025,IEEE,IEEE Conferences
